,selling_price,km_driven,max_power(bhp),fuel,owner
6103,1350000,81500,167.62,1,2
6104,1350000,80000,170.0,1,1
6107,1200000,15000,115.0,1,1
6125,265000,60000,73.9,1,1
6126,395000,40000,74.0,2,2
6127,385000,40000,74.0,2,2
6128,142000,70000,67.0,2,2
6129,160000,35000,68.05,2,1
6130,180000,50000,69.0,1,3
6136,700000,3177,94.93,2,1
6137,400000,39414,81.86,2,1
6138,200000,30078,70.0,2,1
6139,250000,44588,55.2,2,1
6140,400000,49907,67.04,2,1
6141,371000,67082,81.8,2,2
6143,570000,112879,98.96,1,2
6144,300000,80000,86.8,2,2
6145,620000,25000,81.83,2,1
6146,949000,10200,117.6,2,1
6147,750000,60000,70.0,1,1
6148,350000,20000,67.04,2,2
6149,1250000,60000,140.0,1,1
6150,270000,30000,67.0,2,3
6151,235000,40000,55.2,2,2
6152,500000,60000,81.8,2,1
6153,220000,111000,46.3,2,1
6154,380000,70000,74.0,1,2
6155,160000,100000,67.1,2,3
6157,339000,25000,68.05,2,1
6158,229999,100000,99.6,2,1
6159,400000,35000,77.0,1,1
6160,470000,25000,73.97,1,1
6161,45000,58000,37.0,2,1
6162,575000,20000,94.93,2,1
6163,325000,1300,67.0,2,1
6164,50000,120000,37.0,2,2
6165,350000,15000,67.04,2,1
6185,300000,25000,53.3,2,1
6186,540000,150000,108.5,1,1
6187,580000,10000,67.04,2,1
6188,1000000,70000,126.2,1,1
6189,459999,80000,74.0,1,1
6190,635000,50000,74.0,1,1
6191,650000,83000,126.32,1,3
6192,525000,116000,74.0,1,2
6193,350000,60000,67.1,2,3
6194,320000,175802,73.9,1,3
6195,450000,192000,102.0,1,4
6196,227000,73840,103.6,2,1
6197,325000,162000,63.0,1,2
6198,275000,20000,67.0,2,1
6199,300000,75000,82.0,2,3
6200,400000,320000,120.0,1,3
6201,550000,120000,103.2,1,2
6203,900000,40000,108.6,1,1
6204,165000,20000,46.3,2,1
6205,210000,70000,55.2,2,1
6206,650000,30000,108.45,1,1
6207,680000,120000,140.0,1,1
6208,390000,25000,67.0,2,1
6209,260000,80000,53.3,2,1
6210,450000,67000,85.8,2,1
6211,130000,120000,68.05,2,2
6212,890000,9000,88.5,1,1
6217,3500000,60000,170.3,1,1
6218,750000,80000,98.6,1,2
6219,350000,120000,80.0,1,2
6220,2000000,24857,139.46,2,5
6221,270000,26442,68.05,2,1
6222,700000,35000,91.1,2,1
6223,130000,28000,46.3,2,2
6224,650000,80000,88.8,1,1
6225,55000,39000,46.3,2,1
6226,475000,20000,67.0,2,1
6227,325000,50000,84.8,1,1
6228,615000,40000,88.7,2,1
6229,390000,15000,82.0,2,1
6230,650000,15000,81.8,2,1
6231,440000,30000,81.8,2,1
6232,600000,70000,98.6,1,1
6233,170000,80000,62.1,2,1
6234,499000,80000,63.0,1,1
6238,1300000,120000,100.6,1,1
6239,800000,80000,126.2,1,1
6240,600000,5000,81.8,2,1
6241,400000,50000,86.8,2,1
6242,700000,65000,74.0,1,1
6243,800000,35000,74.0,1,1
6244,600000,90000,98.6,1,1
6245,580000,100000,74.0,1,1
6246,350000,15000,53.3,2,1
6247,204999,147000,68.0,1,1
6248,1350000,20000,140.0,1,1
6249,310000,120000,90.0,1,2
6250,700000,250000,102.0,1,2
6251,459999,69000,99.0,1,2
6252,860000,80000,88.5,1,1
6253,275000,97000,68.1,4,3
6254,390000,15000,53.3,2,1
6256,110000,50800,46.3,2,2
6258,5830000,30000,261.4,1,1
6260,665000,40142,71.0,1,1
6261,721000,9400,81.83,2,1
6262,390000,62000,77.0,1,1
6264,975000,12584,105.0,1,1
6267,685000,4300,81.86,2,1
6268,595000,14548,81.8,2,1
6269,900000,44772,98.96,1,2
6270,950000,48500,88.5,1,1
6272,570000,28782,81.83,2,1
6273,700000,28451,81.83,2,1
6274,910000,36500,88.5,1,1
6275,751000,44885,74.0,1,1
6277,135000,110000,71.0,1,2
6283,975000,41000,126.2,1,1
6284,925000,50000,88.5,1,1
6285,725000,66000,88.8,1,1
6286,550000,65000,88.76,1,1
6287,550000,76000,88.73,1,1
6288,750000,95000,102.0,1,1
6289,475000,55000,118.0,2,2
6290,325000,65000,67.05,2,1
6291,725000,76000,88.5,1,1
6292,775000,47000,93.7,2,2
6293,625000,70000,74.0,1,1
6295,470000,89000,74.0,1,1
6296,1750000,98000,147.51,1,1
6297,1650000,90000,147.51,1,1
6299,380000,57000,74.0,1,1
6300,650000,70000,74.0,1,1
6301,275000,49200,55.2,2,1
6302,220000,125000,130.0,2,2
6303,200000,60000,68.05,2,2
6304,315000,120000,73.0,2,2
6305,90000,110000,46.3,2,3
6306,120000,70000,67.0,2,2
6307,90000,168000,67.1,2,2
6308,1500000,30000,140.0,1,1
6309,370000,60000,70.0,1,1
6310,595000,131111,74.0,1,1
6311,150000,120000,65.0,1,2
6312,400000,58400,73.9,1,2
6313,310000,23400,67.1,2,2
6314,385000,50000,67.04,2,1
6316,750000,90000,140.0,1,1
6317,521000,3010,68.0,2,1
6318,180000,80000,88.8,1,1
6319,220000,155000,68.0,1,2
6320,40000,70000,37.0,2,2
6321,540000,4000,81.86,2,1
6322,140000,35000,46.3,2,2
6323,200000,121000,60.0,2,1
6324,650000,110000,98.59,1,2
6325,229999,170000,68.0,1,2
6326,305000,175000,75.0,1,3
6328,200000,163000,68.0,1,1
6329,200000,163000,68.0,1,1
6330,465000,77088,95.0,1,1
6331,210000,110000,63.1,1,3
6332,570000,136511,62.1,1,1
6333,570000,80000,93.7,2,1
6334,650000,60000,93.7,2,1
6335,620000,36000,83.14,2,1
6336,250000,65000,67.1,2,2
6337,1000000,50000,184.0,1,1
6338,300000,60000,58.2,4,1
6339,300000,82500,75.0,1,1
6340,810000,30000,98.96,1,2
6341,270000,100000,147.9,1,3
6342,470000,70000,74.0,1,2
6343,400000,85000,88.7,1,1
6344,300000,60000,67.04,2,2
6345,170000,20000,47.3,2,3
6346,455999,80000,108.45,1,1
6347,121000,100000,95.0,1,2
6350,650000,80000,88.5,1,2
6351,350000,35000,88.7,2,1
6352,125000,139000,57.6,1,1
6353,80000,90000,46.3,2,2
6355,250000,100000,78.0,2,1
6356,225000,90000,103.6,1,1
6357,215000,105000,63.0,1,2
6358,450000,40000,73.97,1,2
6359,509999,90000,81.86,2,1
6360,245000,36710,47.3,2,2
6362,620000,28180,88.5,1,1
6364,1700000,15000,138.1,1,1
6365,590000,4000,67.0,2,1
6366,370000,30000,73.94,1,1
6367,350000,15000,85.8,2,1
6368,580000,20000,83.1,2,1
6369,450000,56000,81.86,2,1
6370,600000,19000,81.86,2,1
6371,2400000,30000,158.0,1,1
6372,450000,70000,81.83,2,1
6373,150000,30000,69.0,1,1
6374,400000,15000,73.0,2,1
6375,185000,85000,47.3,2,1
6376,625000,50000,81.8,2,1
6377,700000,20000,81.86,2,1
6378,390000,25000,67.04,2,1
6379,625000,25000,108.5,2,1
6380,400000,50000,85.8,2,1
6381,380000,150000,90.0,1,4
6382,400000,90000,138.1,2,1
6383,620000,100000,88.7,2,1
6384,190000,180000,67.0,1,2
6385,210000,50000,47.3,2,2
6386,270000,80000,73.94,1,3
6387,45000,100000,60.0,2,3
6388,220000,93000,55.2,2,2
6389,550000,11500,63.0,1,1
6390,370000,120000,82.85,2,1
6392,650000,50000,93.7,1,1
6393,550000,120000,116.3,2,1
6394,225000,100000,68.0,1,2
6395,40000,57000,37.0,2,2
6396,280000,60000,55.2,2,1
6397,570000,44077,110.5,2,1
6398,290000,90000,47.3,2,2
6399,720000,50000,88.73,1,2
6400,800000,60000,98.59,1,1
6401,265000,20000,68.05,2,3
6402,135000,90000,46.3,2,3
6403,350000,70000,99.0,1,2
6405,490000,80000,73.74,1,1
6406,450000,72000,126.32,1,2
6407,950000,50000,120.0,1,1
6408,355000,90000,85.8,2,2
6409,700000,17000,81.86,2,1
6410,459999,70000,120.0,1,1
6411,350000,74000,73.9,1,2
6412,85000,60000,46.3,2,2
6413,290000,15000,47.3,2,1
6414,1000000,72000,98.6,1,1
6415,85000,25000,64.4,2,2
6416,65000,114000,46.3,2,1
6417,75000,120000,100.0,2,1
6418,100000,250000,66.0,1,2
6419,170000,55768,71.0,1,1
6420,525000,40000,81.86,2,1
6421,265000,70000,67.05,2,2
6422,459999,50000,84.0,2,1
6423,250000,20000,67.05,2,1
6424,395000,70000,74.0,1,2
6425,375000,60000,82.0,2,1
6426,120000,120000,71.0,1,1
6427,290000,110000,73.9,1,2
6428,409999,60000,84.0,2,1
6429,200000,30000,63.0,2,1
6430,900000,35000,108.6,1,1
6431,50000,50000,37.0,2,3
6432,450000,100000,108.45,1,1
6433,650000,80000,140.0,1,3
6434,300000,84000,88.5,1,2
6435,425000,60000,89.75,1,1
6436,55000,50000,60.0,2,2
6437,200000,60000,78.9,2,2
6438,975000,100000,140.0,1,1
6439,450000,70000,62.1,1,1
6440,600000,82500,62.1,1,2
6441,550000,76000,62.1,1,1
6442,180000,87000,75.0,1,1
6443,300000,120000,112.0,1,1
6444,350000,70000,88.7,2,2
6445,465000,90000,74.0,1,1
6446,200000,188000,88.8,1,2
6447,350000,120000,73.8,1,2
6448,650000,80000,117.3,2,1
6449,150000,123278,78.9,2,2
6450,560000,100000,98.6,1,2
6451,625000,90000,88.73,1,1
6452,220000,110000,68.0,1,1
6453,250000,110000,68.1,1,1
6454,575000,70000,88.7,1,1
6455,1050000,65000,140.0,1,1
6456,3000000,70000,187.7,1,2
6457,200000,90000,138.1,1,3
6458,262000,50000,47.3,2,1
6459,299000,33000,55.2,2,1
6460,250000,26500,47.3,2,1
6461,140000,60000,62.1,2,4
6462,360000,70000,74.0,1,3
6463,210000,80000,67.06,2,1
6464,600000,60000,88.73,1,1
6465,210000,100000,75.0,1,1
6466,300000,80000,103.6,1,2
6467,450000,35000,82.0,2,1
6468,3200000,35000,197.0,1,1
6469,550000,10000,81.86,2,1
6470,100000,80000,75.0,1,1
6471,185000,50000,55.2,2,2
6472,80000,90000,64.0,2,2
6473,295000,80000,47.3,2,1
6474,360000,25000,67.0,2,1
6475,210000,70000,67.1,2,1
6476,585000,80000,81.86,2,1
6477,560000,50000,88.7,1,1
6478,600000,70000,98.6,1,1
6479,330000,60000,67.0,2,1
6480,990000,15000,121.3,2,1
6481,300000,90000,67.1,1,1
6482,650000,28000,108.5,2,1
6483,695000,20000,81.86,2,1
6484,300000,60000,70.0,1,1
6485,270000,22000,47.3,2,1
6486,185000,70000,138.1,1,2
6487,200000,80000,76.9,1,1
6488,459999,35000,58.16,3,1
6489,860000,60000,108.5,1,1
6490,400000,20000,84.0,2,1
6491,240000,142000,73.94,1,2
6492,570000,72000,74.0,1,1
6493,850000,90000,98.96,1,1
6494,155000,80000,68.0,1,3
6495,270000,125000,90.0,1,1
6496,610000,33000,91.1,2,1
6497,1000000,50000,126.2,1,1
6498,450000,120000,120.0,1,2
6499,500000,35000,73.97,1,1
6500,700000,43000,98.63,1,1
6501,135000,60000,46.3,2,1
6502,430000,148000,120.0,1,2
6503,625000,70000,126.32,1,2
6504,280000,96000,97.7,2,1
6505,800000,70000,120.0,1,1
6506,220000,70000,73.94,1,2
6507,620000,18484,81.8,2,1
6508,300000,70000,138.03,1,1
6509,180000,25000,46.3,2,2
6510,250000,120000,73.9,1,3
6511,480000,55000,83.14,2,1
6512,885000,10000,121.31,2,2
6513,550000,60000,77.0,1,1
6514,800000,30000,74.02,1,1
6515,180000,65000,62.1,2,1
6517,380000,50000,88.76,1,2
6518,520000,2560,83.81,2,1
6519,90000,60000,46.3,2,1
6520,330000,80000,67.04,2,2
6521,40000,50000,37.0,2,2
6522,370000,120000,73.8,1,1
6523,290000,120000,116.3,2,2
6524,215000,47000,55.2,2,2
6525,1282000,45000,153.86,1,1
6526,610000,90000,102.0,1,1
6527,380000,110000,88.76,1,2
6528,1250000,95000,120.0,1,1
6529,400000,103655,126.3,1,2
6530,700000,25000,81.86,2,2
6531,650000,80000,108.45,1,1
6532,95000,50000,37.5,2,2
6533,1147000,56975,140.0,1,1
6534,150000,110000,62.0,2,1
6535,120000,80000,46.3,2,3
6537,180000,187000,68.0,1,2
6538,325000,69000,67.0,1,1
6539,550000,206000,98.59,1,1
6540,950000,27000,98.59,1,1
6541,500000,132000,89.84,1,2
6542,725000,75000,99.23,1,1
6543,500000,18000,94.93,2,2
6544,180000,218000,64.1,1,1
6545,650000,10000,88.73,1,1
6546,285000,80000,75.0,1,1
6547,210000,215000,64.1,1,1
6548,200000,137000,67.0,1,1
6549,295000,65000,103.6,1,2
6550,160000,120000,78.0,2,3
6551,450000,10000,67.04,2,1
6552,385000,20000,67.0,2,1
6553,350000,93500,67.0,1,2
6592,558000,70000,74.02,1,1
6593,165000,56000,62.1,2,3
6594,300000,80000,88.76,1,2
6596,900000,100000,140.0,1,1
6597,830000,60000,235.0,1,3
6599,640000,65000,103.52,1,2
6600,900000,70000,120.0,1,3
6601,450000,60000,73.8,1,1
6602,825000,82000,88.5,1,1
6603,500000,80000,138.1,1,2
6604,325000,5000,82.0,2,2
6605,450000,133000,108.45,1,1
6606,675000,25000,88.7,2,2
6607,415000,15000,88.7,2,1
6608,1100000,40000,88.7,1,1
6609,500000,35000,73.75,2,1
6610,509999,70000,62.1,1,2
6611,200000,152000,120.0,1,4
6612,60000,100000,37.0,2,2
6613,500000,80000,126.3,1,2
6614,45000,100000,53.5,1,2
6615,270000,50000,53.3,2,1
6616,550000,40000,81.86,2,1
6617,235000,60000,67.0,2,1
6618,600000,40000,81.83,2,1
6619,525000,60000,98.6,1,1
6620,325000,90000,74.0,1,1
6621,420000,90000,74.0,1,1
6622,229999,60000,67.1,2,2
6623,375000,80000,74.0,1,4
6624,750000,120000,120.0,1,1
6625,400000,40000,84.0,2,1
6626,600000,91000,140.0,1,1
6627,110000,80000,63.0,2,3
6628,45000,73257,37.0,2,1
6629,722000,80000,70.0,1,1
6630,500000,15000,83.83,2,1
6631,250000,110000,110.0,1,2
6632,950000,40000,108.6,1,1
6633,375000,212000,84.8,1,1
6634,780000,30000,74.02,1,1
6635,575000,30000,68.0,2,1
6636,563000,30000,81.83,2,2
6637,450000,15000,84.0,2,1
6638,2300000,1000,147.51,1,1
6639,80000,26320,37.0,2,1
6640,320000,135000,90.0,1,2
6641,375000,100000,130.0,2,3
6642,400000,120000,73.0,2,1
6643,600000,230000,112.0,1,1
6644,315000,60000,67.0,2,2
6645,1100000,80000,181.0,1,2
6646,350000,190000,73.9,1,2
6647,375000,120000,73.0,2,1
6648,1050000,217000,100.6,1,2
6650,350000,29000,67.04,2,1
6652,120000,120000,67.0,2,3
6653,819999,90000,140.0,1,1
6655,451999,30000,67.04,2,2
6656,500000,56000,82.0,2,3
6657,1250000,90000,100.6,1,1
6658,500000,120000,100.0,1,1
6659,490000,60000,74.0,1,1
6660,200000,147000,73.9,1,2
6661,240000,35000,67.1,2,1
6662,655000,19500,81.83,2,1
6663,620000,38426,81.86,2,1
6664,450000,35000,83.11,2,2
6665,310000,35000,67.04,2,2
6666,150000,50000,46.3,2,3
6667,180000,120000,57.6,1,1
6668,150000,120000,70.0,1,1
6669,160000,112000,68.0,1,2
6670,600000,70000,75.0,1,3
6671,380000,145000,103.5,1,1
6672,120000,135000,70.0,1,1
6673,350000,500000,100.57,1,2
6674,135000,146000,70.0,1,1
6675,610000,10000,81.86,2,1
6676,260000,50000,88.5,1,1
6677,500000,25000,81.86,2,1
6678,220000,20000,67.0,2,1
6679,121000,70000,130.0,2,2
6680,350000,50000,69.01,1,1
6681,2200000,25000,181.0,1,2
6682,280000,100000,90.0,1,2
6683,919999,20000,108.5,2,1
6684,320000,155000,90.0,1,1
6685,140000,70000,68.0,1,4
6686,310000,25000,88.8,1,2
6687,65000,120000,37.0,2,2
6688,300000,90000,73.8,1,1
6708,575000,110000,140.0,1,2
6709,440000,110000,138.03,1,2
6710,380000,100000,74.0,1,2
6711,140000,116700,90.0,2,4
6712,475000,25000,74.0,1,1
6713,200000,200000,95.0,1,3
6714,400000,176062,75.0,1,1
6715,425000,250000,102.0,1,3
6717,509999,82000,98.6,1,1
6718,275000,80000,68.05,2,1
6719,650000,40000,73.74,1,2
6720,1850000,14000,170.0,1,1
6721,650000,129000,108.45,1,1
6722,360000,60000,91.7,1,2
6723,650000,82000,108.62,1,1
6724,2000000,77500,187.7,1,3
6725,675000,50000,73.74,1,2
6726,50000,40000,37.0,2,3
6727,445000,39500,81.8,2,1
6728,750000,40000,88.76,1,1
6729,425000,56000,74.0,1,2
6731,850000,54000,88.73,1,1
6732,400000,20000,67.04,2,2
6733,200000,55896,69.0,1,2
6734,550000,35000,98.6,1,1
6735,250000,97000,86.8,2,2
6736,206000,120000,47.3,2,2
6737,290000,50000,55.2,2,1
6738,45000,30400,35.0,2,4
6740,220000,110000,84.8,1,3
6741,515000,120000,170.0,1,2
6742,170000,100000,46.3,2,1
6743,260000,120000,75.0,1,2
6744,315000,130000,103.6,1,2
6745,225000,76000,67.1,2,2
6746,420000,110000,138.1,1,3
6747,525000,96000,120.0,1,1
6748,670000,90000,74.0,1,1
6750,250000,25000,68.1,1,1
6751,229999,90000,73.9,1,2
6752,229999,164000,73.9,1,2
6753,300000,120000,86.7,2,2
6754,165000,66000,66.1,2,2
6755,295000,250000,138.0,1,1
6756,360000,157000,126.3,1,2
6757,380000,157000,126.3,1,2
6758,300000,35000,67.0,2,1
6759,320000,100000,116.6,1,2
6760,325000,70000,67.0,2,2
6761,160000,30000,88.8,1,2
6762,630000,40000,70.0,1,1
6764,229999,30000,47.3,2,2
6765,440000,70000,74.0,1,2
6766,90000,60000,62.0,2,2
6767,750000,60000,88.5,1,1
6768,330000,80000,116.3,2,2
6769,715000,70000,88.5,1,2
6770,250000,150000,75.0,1,2
6771,120000,150000,64.0,2,2
6772,100000,25000,92.0,2,3
6773,850000,35000,108.6,1,2
6774,450000,48000,73.97,1,1
6775,240000,200000,73.9,1,1
6777,600000,135000,74.0,1,1
6778,280000,110000,73.74,1,2
6779,465000,146000,126.32,1,2
6780,350000,44000,47.3,2,1
6781,325000,70000,78.9,2,1
6782,50000,271000,62.0,1,1
6783,110000,120000,46.3,2,3
6785,515000,60000,62.1,1,1
6786,750000,40000,91.1,2,1
6787,350000,25000,55.2,2,1
6788,488999,15000,81.86,2,1
6789,300000,27000,47.3,2,1
6790,650000,35000,74.0,1,2
6791,250000,40000,66.1,2,1
6792,200000,40000,47.3,2,3
6793,950000,75262,120.0,1,1
6794,200000,120000,69.0,1,1
6795,276000,60000,68.05,2,1
6796,250000,40000,55.2,2,1
6797,95000,80000,46.3,2,2
6798,200000,70000,70.0,1,2
6799,450000,100000,126.32,1,2
6800,900000,18000,140.0,1,1
6801,200000,175000,69.0,1,1
6802,200000,70000,78.9,2,2
6803,370000,91863,62.1,1,2
6804,250000,100000,65.0,2,1
6805,290000,10000,53.3,2,1
6806,900000,35000,88.5,1,1
6807,325000,120000,68.1,1,2
6808,425000,30000,82.0,2,1
6809,315000,60000,53.3,2,1
6810,300000,70000,67.05,2,1
6811,325000,70000,78.9,2,2
6812,900000,130000,88.7,1,1
6813,950000,133000,88.7,1,1
6814,320000,120000,103.6,1,3
6815,500000,20000,75.0,2,1
6816,290000,25000,70.0,2,1
6817,60000,90000,37.48,2,1
6818,120000,140000,66.1,2,3
6819,850000,103000,97.9,1,1
6820,1750000,23000,147.8,1,1
6821,600000,128000,98.6,1,1
6822,620000,33000,88.8,1,1
6823,150000,70000,46.3,2,2
6824,150000,40000,62.0,2,4
6825,135000,40000,99.6,2,4
6826,200000,80000,71.0,1,1
6827,730000,70000,88.5,1,1
6828,800000,100000,100.6,1,1
6829,300000,90000,112.0,1,2
6830,190000,112000,68.0,1,2
6831,350000,50000,132.0,2,1
6832,509999,62000,71.0,1,2
6833,400000,90000,88.76,1,1
6834,800000,80000,100.0,1,1
6836,930000,47552,126.2,1,2
6837,720000,40000,88.5,1,2
6838,225000,15000,70.0,2,1
6839,950000,20000,98.96,1,1
6840,530000,52000,81.86,2,1
6841,470000,70000,81.83,2,1
6842,650000,110000,63.0,1,1
6843,540000,77500,138.1,1,2
6844,459999,100000,74.0,1,2
6845,325000,14700,53.3,2,1
6846,240000,40000,34.2,2,1
6847,400000,32000,82.0,2,2
6848,70000,70000,46.3,2,2
6849,250000,80000,85.8,2,1
6850,910000,80000,100.6,1,2
6851,720000,25000,74.02,1,1
6852,590000,50000,74.0,1,1
6853,434000,120000,72.4,1,1
6854,145000,170000,63.0,1,1
6855,445000,19700,82.0,2,1
6856,191000,70000,62.1,4,1
6857,372000,50000,99.0,1,4
6858,65000,90000,67.1,2,2
6860,300000,140000,68.05,1,1
6861,125000,120000,116.6,1,3
6862,520000,40000,84.0,2,1
6863,190000,70000,47.3,2,3
6864,310000,7000,67.0,2,1
6865,750000,90000,102.0,1,1
6866,750000,110000,100.0,1,1
6867,350000,15000,67.05,2,1
6868,360000,5000,47.3,2,1
6869,285000,5000,53.3,2,1
6870,160000,70000,47.3,2,2
6871,229999,60000,67.0,2,2
6872,85000,120000,46.3,2,3
6873,300000,7000,67.0,2,1
6874,675000,120000,120.0,1,1
6875,700000,145241,120.0,1,1
6876,400000,110000,116.6,1,1
6877,254999,30000,53.3,2,3
6878,1050000,80000,120.0,1,2
6879,390000,100000,74.0,1,1
6880,450000,80000,67.04,1,1
6881,1630000,40000,171.5,1,2
6882,725000,50000,88.5,1,1
6883,466000,95500,138.1,1,2
6900,1520000,10000,160.0,2,1
6901,229999,53473,67.05,2,1
6902,250000,100000,63.0,1,2
6903,1350000,25000,140.0,1,1
6904,220000,80000,62.1,2,1
6905,360000,120000,71.0,1,1
6906,350000,40000,67.05,2,1
6907,500000,70000,126.32,1,1
6908,145000,90000,57.6,1,3
6909,300000,51000,82.5,2,1
6911,180000,87000,94.0,2,2
6914,620000,90000,108.45,1,2
6915,360000,110000,88.73,2,3
6916,245000,86000,62.1,2,2
6918,130000,80000,92.0,2,3
6919,70000,65000,85.0,2,4
6920,70000,70000,85.0,2,4
6921,650000,140000,89.75,1,2
6922,610000,18000,81.8,2,1
6923,300000,24000,67.05,2,1
6924,425000,60000,70.0,1,1
6925,450000,150000,126.32,1,3
6926,450000,108000,126.3,1,1
6927,340000,60000,78.9,2,3
6928,650000,90000,88.76,1,1
6929,160000,70000,69.0,1,1
6930,250000,120000,70.0,1,1
6931,225000,100000,57.6,1,3
6932,55000,75958,52.8,1,2
6933,42000,70000,37.0,2,3
6935,282000,128000,112.0,1,4
6936,80000,110000,62.0,1,3
6937,500000,40000,83.14,2,1
6938,500000,70000,99.0,1,1
6939,400000,60000,74.0,1,1
6940,550000,90000,62.1,1,1
6941,200000,70000,138.1,1,2
6942,280000,65000,78.9,2,1
6943,580000,88000,74.0,1,1
6944,100000,80000,90.0,1,3
6945,550000,60000,75.0,1,1
6946,700000,38000,100.0,1,1
6947,150000,80000,90.0,2,3
6948,190000,60000,55.2,2,2
6949,500000,110000,62.1,1,1
6950,640000,110000,74.0,1,1
6951,340000,145000,75.0,1,1
6952,811000,43000,88.76,1,1
6953,409999,120000,73.94,1,1
6954,220000,136000,88.2,2,2
6955,170000,120000,48.21,1,2
6956,700000,25000,81.86,2,1
6957,950000,80000,120.0,1,2
6958,80000,40000,94.0,2,2
6978,420000,120000,74.0,1,2
6979,899000,35000,88.5,1,1
6980,459999,35000,67.0,2,1
6981,150000,120000,110.0,1,2
6982,350000,25000,67.0,2,1
6983,509999,100000,67.05,1,2
6984,500000,120000,62.1,1,3
6985,370000,35000,88.7,2,1
6986,240000,44000,67.1,2,2
6987,530000,100000,88.73,1,2
6988,1000000,133000,120.0,1,2
6989,1600000,35000,147.8,1,2
6990,350000,64000,78.9,2,1
6991,1100000,70000,140.0,1,1
6992,220000,70000,80.0,2,1
6993,350000,100000,82.0,2,1
6994,370000,90000,74.0,1,2
6995,220000,50000,85.8,2,1
6997,400000,50000,77.0,1,1
7005,570000,31596,121.36,2,1
7006,650000,85710,140.0,1,1
7007,1680000,129627,171.0,1,1
7008,250000,10000,53.64,2,1
7009,320000,15000,78.9,2,1
7010,440000,35000,67.0,2,1
7011,315000,49000,82.85,2,2
7013,202999,158000,90.0,1,1
7014,179000,30000,55.2,2,2
7015,140000,60000,78.9,2,2
7016,150000,40000,64.0,2,2
7017,440000,60000,63.0,1,2
7018,250000,55130,68.0,1,2
7019,330000,22000,67.04,2,1
7020,250000,48000,70.0,2,1
7021,335000,45000,82.85,2,1
7022,1025000,22522,140.0,1,1
7023,320000,51856,80.0,2,3
7024,550000,29434,91.1,2,1
7025,800000,25000,98.6,1,1
7026,380000,28000,84.0,2,2
7027,400000,44500,83.8,1,2
7028,375000,34500,67.04,2,1
7029,1100000,20000,117.6,2,1
7030,650000,15000,81.83,2,1
7031,361000,26000,76.0,2,1
7032,140000,20000,55.2,2,1
7033,550000,3000,81.86,2,1
7034,670000,20000,88.76,2,1
7035,880000,25000,88.5,1,1
7036,950000,35000,98.96,1,1
7037,300000,60000,147.9,1,1
7038,1150000,6825,117.6,2,1
7039,450000,155000,163.7,1,1
7040,375000,50000,61.7,3,1
7041,600000,13500,91.1,2,1
7042,700000,260000,102.0,1,1
7043,600000,65000,73.97,1,1
7044,630000,95000,118.3,1,2
7045,590000,40000,91.1,2,2
7046,420000,30000,68.0,2,1
7047,1950000,120000,175.56,1,1
7048,541000,112011,138.1,1,1
7049,900000,125000,100.6,1,1
7051,250000,43000,90.0,1,1
7052,670000,53534,62.1,1,1
7053,530000,20000,83.81,2,1
7054,150000,70000,57.6,1,2
7055,550000,70000,140.0,1,3
7056,650000,150000,120.0,1,1
7057,180000,100000,70.0,1,2
7058,585000,50000,105.0,1,1
7059,345000,120000,82.85,2,2
7060,350000,110000,74.0,1,3
7061,725000,140000,117.3,2,1
7062,250000,120000,70.0,1,1
7063,45000,70000,37.0,2,2
7064,409999,248119,102.0,1,4
7065,325000,16500,67.0,2,2
7066,350000,9900,67.05,2,1
7067,180000,80000,46.3,2,3
7068,150000,100000,90.0,2,2
7069,700000,20000,88.5,2,1
7070,795000,90000,88.5,1,1
7071,950000,15000,105.0,1,1
7072,885000,75000,108.5,1,1
7073,160000,140000,73.9,1,1
7074,300000,120000,90.0,1,2
7075,950000,75000,108.5,1,1
7076,549000,90000,88.76,1,1
7077,3000000,20000,143.0,1,1
7078,1200000,61000,100.6,1,1
7079,570000,100000,78.0,1,2
7080,800000,60000,105.0,1,2
7081,375000,100000,110.0,1,1
7082,300000,170000,63.0,1,3
7083,350000,100000,88.73,2,2
7084,400000,120000,63.0,1,2
7085,434999,50000,88.8,1,1
7087,260000,25000,47.3,2,1
7088,450000,24019,74.0,1,1
7089,459999,80000,126.32,1,2
7090,210000,100000,73.9,1,2
7091,540000,93000,83.14,2,2
7092,710000,50000,88.5,1,1
7093,285000,22000,47.3,2,1
7094,990000,19600,88.7,1,1
7095,362000,104000,64.1,2,1
7096,880000,33000,98.96,1,1
7097,700000,60000,100.0,1,1
7098,600000,60000,63.0,1,1
7099,700000,40000,102.5,2,1
7100,400000,60000,69.0,1,1
7101,165000,80000,93.7,4,1
7102,350000,376412,102.0,1,2
7103,425000,80000,93.7,2,3
7104,180000,70000,62.1,2,1
7105,170000,90000,67.1,2,3
7106,370000,183000,63.0,1,1
7107,800000,27000,88.5,1,1
7108,900000,35000,98.96,1,1
7109,390000,120000,74.0,1,1
7110,445000,80000,74.0,1,2
7111,459999,70000,74.0,1,4
7112,275000,55000,61.7,4,1
7113,200000,120000,73.9,1,2
7114,350000,72000,85.8,2,2
7115,95000,120000,127.0,1,2
7116,550000,250000,67.04,1,1
7117,900000,100000,72.4,1,1
7118,350000,120000,83.83,1,2
7120,455999,32000,82.0,2,1
7121,129000,60000,46.3,2,1
7122,254000,40000,47.3,2,1
7123,570000,48000,98.96,1,1
